city_id,state_id,city_name,top_city,city_rating
849,0,Dabwali,0,0
850,0,"rampur (U.P)",0,0
851,0,pithoragarh,0,0
852,0,"hoshiarpur, punjab",0,0
853,0,Almora,0,0
854,0,"Malda (W.B)",0,0
855,0,"bhanjanagar,dist:ganjam",0,0
856,0,"New Zealand",0,0
857,0,Purna,0,0
858,0,ARUPPUKOTTAI,0,0
859,0,"pratapgarh,uttar pradesh",0,0
860,0,Contai,0,0
861,0,"jashpur nagar",0,0
862,0,pamarru,0,0
863,0,Chalisgaon,0,0
864,0,Dubai,0,0
865,0,"Punalur,kollam(dist)",0,0
866,0,JAGDALPUR,0,0
867,0,Ariyalur,0,0
868,0,Jagdalpur(c.g.),0,0
869,0,sorada,0,0
870,0,angul,0,0
871,0,"hindaun city,rajasthan",0,0
872,0,"Vidisha (M.P)",0,0
873,0,Dumkal,0,0
874,0,HARYANA(Jhajjar),0,0
875,0,"koyyalagudem,andhra pradesh",0,0
876,0,Sonebhadra,0,0
877,0,"power sector",0,0
878,0,munger,0,0
879,0,Rewa(M.P.),0,0
880,0,"Diamond Harbour",0,0
881,0,rudrpur,0,0
882,0,"paralakhemundi,orissa",0,0
